,participantId,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,gameDuration,gameCreation,championId,gameId,teamId,team1dmg,team2dmg,dmgShare,duo
21,9,False,3285,3020,3916,1026,0,0,2052,3,9,6,0,1,0,148,0,0,0,0,0,37717,35431,1776,510,0,13859,12805,614,440,2882,4,10709,0,0,0,20,16147,3864,12078,205,7313,6850,0,0,25,0,194,11,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8229,1148,0,0,8226,250,161,0,8210,0,0,0,8236,8,0,0,8138,12,0,0,8105,14,5,0,8200,8100,5008.0,5008.0,5001.0,681,1550087951145,517,3930280881,200,67748,49335,0.28091618526401135,0
22,5,False,3100,3157,3285,3158,0,0,2052,11,10,11,3,3,2,173,1,1,0,0,0,30195,23301,5783,1110,0,19585,15160,3315,1110,792,1,8686,747,747,0,11,19009,11686,6423,899,10960,10250,0,0,13,0,54,15,0,0,True,False,False,False,False,False,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8229,790,0,0,8226,250,230,0,8210,40,0,0,8236,8,0,0,8138,30,0,0,8105,14,5,0,8200,8100,5008.0,5008.0,5001.0,983,1550086419435,105,3930224381,100,73893,92593,0.26504540348882843,0
23,2,False,3020,3146,3108,1033,0,0,2052,2,11,15,0,1,0,220,0,0,0,0,0,34940,29331,5348,260,0,8241,5903,2077,260,1479,1,10289,0,0,0,3,16952,10992,5549,411,8213,6100,0,0,39,0,31,13,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8229,921,0,0,8224,716,0,0,8210,0,0,0,8236,8,0,0,8138,19,0,0,8105,13,5,0,8200,8100,5008.0,5008.0,5001.0,868,1549797560783,84,3926163038,100,64742,90417,0.12728985820641933,0
24,8,True,3020,3157,3116,3136,1026,0,2052,6,5,28,3,1,1,300,0,0,0,0,0,38888,31610,6216,1061,0,23483,20653,2008,821,4475,1,9506,1914,1914,0,80,14922,6845,6933,1142,11278,9150,1,1,22,0,339,17,0,0,False,False,False,False,True,False,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8229,2434,0,0,8226,250,752,0,8210,0,0,0,8236,8,0,0,8138,30,0,0,8105,14,5,0,8200,8100,5008.0,5008.0,5001.0,1015,1548609651364,25,3908157547,200,68732,103084,0.22780450894416204,0
25,6,False,3095,3139,3006,3156,3094,3036,2052,25,14,28,5,3,6,176,3,2,0,0,0,183700,21902,161798,0,1164,54425,7991,46434,0,4568,3,29793,1746,1746,0,49,34331,20735,13361,234,19301,17970,1,0,124,0,367,18,0,0,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8229,3630,0,0,8226,250,866,0,8210,0,0,0,8236,14,0,0,8138,18,0,0,8105,14,5,0,8200,8100,,,,1526,1537046340036,202,3767315145,200,187763,163984,0.3318921358181286,0
26,9,True,3089,3048,3020,3100,0,0,2052,12,6,26,6,2,3,309,2,0,0,0,0,65363,63012,2350,0,0,30224,29482,741,0,1040,1,5775,2897,2897,0,20,12285,3347,8310,627,11897,11350,1,0,44,0,337,17,0,0,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,1733,0,0,8226,250,543,0,8210,0,0,0,8236,8,0,0,8138,30,0,0,8105,5,0,0,8200,8100,,,,1016,1532849880323,115,3716158291,200,71124,101847,0.2967588637858749,0
27,9,False,3071,3111,3156,3065,3147,3123,2052,10,13,19,5,2,1,167,2,0,0,0,0,102985,733,102251,0,0,31702,733,30968,0,16696,1,50254,140,140,0,43,48787,25403,19931,3452,14297,14100,0,0,74,0,327,18,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,1844,0,0,8143,1204,0,0,8138,18,0,0,8105,5,0,0,8234,50,0,0,8237,733,0,0,8100,8200,,,,1409,1532801156706,141,3715777490,200,196180,131759,0.24060595481143604,0
28,1,True,3020,3048,3089,3028,0,0,2052,2,7,27,0,1,0,167,0,0,0,0,0,23288,21488,1799,0,0,10039,9490,549,0,9312,16,5076,1774,1774,0,36,12884,10506,2181,196,9043,8950,1,0,10,0,94,16,0,0,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,1453,0,0,8226,250,368,0,8210,0,0,0,8236,8,0,0,8138,30,0,0,8105,5,0,0,8200,8100,,,,947,1530261697466,40,3685770127,100,80199,77252,0.12517612439057843,0
29,5,True,3029,3020,3025,3751,3211,1028,2052,5,7,24,2,2,1,173,1,0,0,0,0,49402,38283,10418,700,0,20083,17045,2363,675,2982,1,20283,1607,1607,0,44,19172,11874,7115,183,10949,9350,1,0,33,0,4296,17,0,0,False,False,False,True,False,False,0,0,0,0,0,1,0,6,0,0,0,0,0,0,8229,1341,0,0,8226,250,274,0,8210,0,0,0,8236,8,0,0,8138,30,0,0,8105,5,0,0,8200,8100,,,,1054,1530185559490,54,3684328672,100,93105,74655,0.21570270125127544,0
30,8,False,3020,3157,3151,3116,0,0,2052,5,8,16,2,1,0,297,0,0,0,0,0,49817,45192,3749,875,0,31510,29160,1474,875,1405,1,10547,1120,1120,0,31,18015,11001,6130,883,10655,10050,1,0,20,0,132,16,0,0,True,False,True,False,False,True,0,0,0,0,0,1,0,10,0,0,0,0,0,0,8229,2484,0,0,8224,712,0,0,8210,0,0,0,8236,24,0,0,8138,30,0,0,8105,5,0,0,8200,8100,,,,1223,1530019320579,85,3681817128,200,100793,139629,0.2256694526208739,0
31,9,True,3048,1001,2003,1027,0,0,2052,5,1,22,3,1,1,311,0,0,0,0,0,23067,20269,2798,0,0,11489,10994,494,0,425,1,1341,697,697,0,40,2802,759,1879,164,7431,4100,2,0,13,0,108,13,0,0,False,False,True,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,1152,0,0,8226,250,646,0,8210,0,0,0,8236,8,0,0,8138,30,0,0,8105,5,0,0,8200,8100,,,,613,1529997636624,99,3681644775,200,23223,50532,0.22736088023430698,0
